,Learning rates,Number of leaf nodes,Number of trees,MSE
3908,0.5263157894736843,80.0,43.0,35736.708510530414
3909,0.5263157894736843,80.0,48.0,42985.32924155504
3910,0.5263157894736843,80.0,54.0,45180.99054590328
3911,0.5263157894736843,80.0,59.0,44195.69012957355
3912,0.5263157894736843,80.0,64.0,43656.55063284109
3913,0.5263157894736843,80.0,69.0,40537.31650496955
3914,0.5263157894736843,80.0,75.0,41416.08615171575
3915,0.5263157894736843,80.0,80.0,42069.24244356546
3916,0.5263157894736843,80.0,85.0,33498.2249943215
3917,0.5263157894736843,80.0,90.0,40697.7397961242
3918,0.5263157894736843,80.0,96.0,35290.35006700496
3919,0.5263157894736843,80.0,101.0,42325.37897857171
3920,0.5263157894736843,85.0,1.0,119720.27485451456
3921,0.5263157894736843,85.0,6.0,62888.84156483648
3922,0.5263157894736843,85.0,12.0,47712.77595874907
3923,0.5263157894736843,85.0,17.0,38774.50826614246
3924,0.5263157894736843,85.0,22.0,48903.07000663776
3925,0.5263157894736843,85.0,27.0,46810.93158341993
3926,0.5263157894736843,85.0,33.0,44847.52887231912
3927,0.5263157894736843,85.0,38.0,45857.57387860693
3928,0.5263157894736843,85.0,43.0,44610.29581745777
3929,0.5263157894736843,85.0,48.0,36611.14120844982
3930,0.5263157894736843,85.0,54.0,43428.14026741753
3931,0.5263157894736843,85.0,59.0,41837.818558077815
3932,0.5263157894736843,85.0,64.0,36766.075791727395
3933,0.5263157894736843,85.0,69.0,42853.27710333418
3934,0.5263157894736843,85.0,75.0,39550.99742806905
3935,0.5263157894736843,85.0,80.0,42622.98569537371
3936,0.5263157894736843,85.0,85.0,40068.978946838346
3937,0.5263157894736843,85.0,90.0,42354.5106758942
3938,0.5263157894736843,85.0,96.0,38866.396456898925
3939,0.5263157894736843,85.0,101.0,39941.729823433874
3940,0.5263157894736843,91.0,1.0,85658.1804101855
3941,0.5263157894736843,91.0,6.0,47103.138196421816
3942,0.5263157894736843,91.0,12.0,47801.10020459496
3943,0.5263157894736843,91.0,17.0,45379.3352101694
3944,0.5263157894736843,91.0,22.0,43881.87966690341
3945,0.5263157894736843,91.0,27.0,46862.511845048386
3946,0.5263157894736843,91.0,33.0,33534.71106968907
3947,0.5263157894736843,91.0,38.0,44959.393005450125
3948,0.5263157894736843,91.0,43.0,37146.724365519505
3949,0.5263157894736843,91.0,48.0,42339.533048682715
3950,0.5263157894736843,91.0,54.0,42983.720357351216
3951,0.5263157894736843,91.0,59.0,42484.9489469503
3952,0.5263157894736843,91.0,64.0,35384.99141310134
3953,0.5263157894736843,91.0,69.0,42205.89430668448
3954,0.5263157894736843,91.0,75.0,42533.48112367187
3955,0.5263157894736843,91.0,80.0,39543.2160650285
3956,0.5263157894736843,91.0,85.0,41008.49832431052
3957,0.5263157894736843,91.0,90.0,34874.24634407809
3958,0.5263157894736843,91.0,96.0,41480.26438368669
3959,0.5263157894736843,91.0,101.0,39899.34222875066
3960,0.5263157894736843,96.0,1.0,98175.70022331417
3961,0.5263157894736843,96.0,6.0,54234.04002437552
3962,0.5263157894736843,96.0,12.0,49727.304696923056
3963,0.5263157894736843,96.0,17.0,50646.87174519767
3964,0.5263157894736843,96.0,22.0,45775.249827585074
3965,0.5263157894736843,96.0,27.0,44545.81099147746
3966,0.5263157894736843,96.0,33.0,43014.71237092926
3967,0.5263157894736843,96.0,38.0,43255.56740032929
3968,0.5263157894736843,96.0,43.0,41539.03214727469
3969,0.5263157894736843,96.0,48.0,40597.957683073866
3970,0.5263157894736843,96.0,54.0,33808.09892869805
3971,0.5263157894736843,96.0,59.0,40110.61601025998
3972,0.5263157894736843,96.0,64.0,40575.1763118906
3973,0.5263157894736843,96.0,69.0,39628.488568717214
3974,0.5263157894736843,96.0,75.0,40622.65307129552
3975,0.5263157894736843,96.0,80.0,39982.856820199646
3976,0.5263157894736843,96.0,85.0,40331.4986729785
3977,0.5263157894736843,96.0,90.0,33799.68086537723
3978,0.5263157894736843,96.0,96.0,38882.97983151014
3979,0.5263157894736843,96.0,101.0,40231.45709509192
3980,0.5263157894736843,101.0,1.0,108061.43050944453
3981,0.5263157894736843,101.0,6.0,41791.797898321725
3982,0.5263157894736843,101.0,12.0,44867.9313226778
3983,0.5263157894736843,101.0,17.0,45340.41572744354
3984,0.5263157894736843,101.0,22.0,45492.91455798126
3985,0.5263157894736843,101.0,27.0,43830.25778139653
3986,0.5263157894736843,101.0,33.0,46262.154532228604
3987,0.5263157894736843,101.0,38.0,40520.87572840097
3988,0.5263157894736843,101.0,43.0,40719.65899146174
3989,0.5263157894736843,101.0,48.0,41676.89678759265
3990,0.5263157894736843,101.0,54.0,40397.884523606
3991,0.5263157894736843,101.0,59.0,40753.14196166266
3992,0.5263157894736843,101.0,64.0,33036.31377435862
3993,0.5263157894736843,101.0,69.0,40071.37089708467
3994,0.5263157894736843,101.0,75.0,40714.93543014362
3995,0.5263157894736843,101.0,80.0,44306.75581480181
3996,0.5263157894736843,101.0,85.0,40598.577898442214
3997,0.5263157894736843,101.0,90.0,39793.04193658546
3998,0.5263157894736843,101.0,96.0,39932.584368870615
3999,0.5263157894736843,101.0,101.0,38920.93037020309
4000,0.5836842105263158,2.0,1.0,1635070.791625037
4001,0.5836842105263158,2.0,6.0,1315054.6243875585
4002,0.5836842105263158,2.0,12.0,1458767.4000558225
4003,0.5836842105263158,2.0,17.0,1349241.4536162033
4004,0.5836842105263158,2.0,22.0,1405227.1570296907
4005,0.5836842105263158,2.0,27.0,1389338.0185862072
4006,0.5836842105263158,2.0,33.0,1335039.5402270851
4007,0.5836842105263158,2.0,38.0,1376800.5089551383
4008,0.5836842105263158,2.0,43.0,1287546.2209301358
4009,0.5836842105263158,2.0,48.0,1341457.801561549
4010,0.5836842105263158,2.0,54.0,1360088.1614305703
4011,0.5836842105263158,2.0,59.0,1529358.073030016
4012,0.5836842105263158,2.0,64.0,1541080.8801455803
4013,0.5836842105263158,2.0,69.0,1630576.688463076
4014,0.5836842105263158,2.0,75.0,1471381.559439033
4015,0.5836842105263158,2.0,80.0,1498003.453908412
4016,0.5836842105263158,2.0,85.0,1406159.0823243451
4017,0.5836842105263158,2.0,90.0,1393917.2041747537
4018,0.5836842105263158,2.0,96.0,1442794.665551938
4019,0.5836842105263158,2.0,101.0,1453885.2797941698
4020,0.5836842105263158,7.0,1.0,496806.6115107167
4021,0.5836842105263158,7.0,6.0,314314.78770451905
4022,0.5836842105263158,7.0,12.0,325127.53623341554
4023,0.5836842105263158,7.0,17.0,318628.7537566483
4024,0.5836842105263158,7.0,22.0,355385.3147523027
4025,0.5836842105263158,7.0,27.0,363397.8396365527
4026,0.5836842105263158,7.0,33.0,376151.8589201331
4027,0.5836842105263158,7.0,38.0,338162.4886259733
4028,0.5836842105263158,7.0,43.0,340715.4707767779
4029,0.5836842105263158,7.0,48.0,328605.9631155487
4030,0.5836842105263158,7.0,54.0,320395.380170537
4031,0.5836842105263158,7.0,59.0,279197.84503779205
4032,0.5836842105263158,7.0,64.0,313076.8165206707
4033,0.5836842105263158,7.0,69.0,341774.7179085099
4034,0.5836842105263158,7.0,75.0,296687.90223712253
4035,0.5836842105263158,7.0,80.0,312279.44044310367
4036,0.5836842105263158,7.0,85.0,302572.0816471201
4037,0.5836842105263158,7.0,90.0,322361.3133611931
4038,0.5836842105263158,7.0,96.0,294663.232647449
4039,0.5836842105263158,7.0,101.0,302467.408977654
4040,0.5836842105263158,12.0,1.0,353642.9892329898
4041,0.5836842105263158,12.0,6.0,202806.2597066165
4042,0.5836842105263158,12.0,12.0,205005.05788828732
4043,0.5836842105263158,12.0,17.0,200860.39383231246
4044,0.5836842105263158,12.0,22.0,193809.61113804614
4045,0.5836842105263158,12.0,27.0,162227.49678580338
4046,0.5836842105263158,12.0,33.0,177879.72673037427
4047,0.5836842105263158,12.0,38.0,179648.6129871632
4048,0.5836842105263158,12.0,43.0,175778.22283963987
4049,0.5836842105263158,12.0,48.0,165967.33202887056
4050,0.5836842105263158,12.0,54.0,173150.83415111664
4051,0.5836842105263158,12.0,59.0,167201.11624761546
4052,0.5836842105263158,12.0,64.0,158597.2447184732
4053,0.5836842105263158,12.0,69.0,168227.95498547886
4054,0.5836842105263158,12.0,75.0,166826.70956633022
4055,0.5836842105263158,12.0,80.0,161566.09048478896
4056,0.5836842105263158,12.0,85.0,154281.73723878234
4057,0.5836842105263158,12.0,90.0,155137.34539490048
4058,0.5836842105263158,12.0,96.0,164137.31184942683
4059,0.5836842105263158,12.0,101.0,150716.56448482905
4060,0.5836842105263158,18.0,1.0,216744.3498112632
4061,0.5836842105263158,18.0,6.0,137015.0755419843
4062,0.5836842105263158,18.0,12.0,131114.86592821914
4063,0.5836842105263158,18.0,17.0,124152.66435390724
4064,0.5836842105263158,18.0,22.0,125173.9792991853
4065,0.5836842105263158,18.0,27.0,137205.90231593084
4066,0.5836842105263158,18.0,33.0,112289.01381508053
4067,0.5836842105263158,18.0,38.0,119927.11237367208
4068,0.5836842105263158,18.0,43.0,106753.30015207398
4069,0.5836842105263158,18.0,48.0,110323.01995652527
4070,0.5836842105263158,18.0,54.0,117862.45974705518
4071,0.5836842105263158,18.0,59.0,116610.265879339
4072,0.5836842105263158,18.0,64.0,122840.64151497355
4073,0.5836842105263158,18.0,69.0,114444.73661901768
4074,0.5836842105263158,18.0,75.0,100208.95699532836
4075,0.5836842105263158,18.0,80.0,94891.62681111324
4076,0.5836842105263158,18.0,85.0,97503.71669761496
4077,0.5836842105263158,18.0,90.0,106652.1203119035
4078,0.5836842105263158,18.0,96.0,100796.59944878066
4079,0.5836842105263158,18.0,101.0,114814.02258096533
4080,0.5836842105263158,23.0,1.0,152795.88590627725
4081,0.5836842105263158,23.0,6.0,105587.76474443584
4082,0.5836842105263158,23.0,12.0,116619.82860284508
4083,0.5836842105263158,23.0,17.0,113864.13497097528
4084,0.5836842105263158,23.0,22.0,102137.58248861048
4085,0.5836842105263158,23.0,27.0,103074.00206014975
4086,0.5836842105263158,23.0,33.0,93132.88026774293
4087,0.5836842105263158,23.0,38.0,103604.72620648709
4088,0.5836842105263158,23.0,43.0,87167.99927900427
4089,0.5836842105263158,23.0,48.0,96197.36539263838
4090,0.5836842105263158,23.0,54.0,95921.69503103549
4091,0.5836842105263158,23.0,59.0,98566.72257546191
4092,0.5836842105263158,23.0,64.0,91484.70369591951
4093,0.5836842105263158,23.0,69.0,79440.98288326967
4094,0.5836842105263158,23.0,75.0,88390.92969953631
4095,0.5836842105263158,23.0,80.0,73424.69672453242
4096,0.5836842105263158,23.0,85.0,92267.16976318076
4097,0.5836842105263158,23.0,90.0,93893.59565492236
4098,0.5836842105263158,23.0,96.0,91627.03961455236
4099,0.5836842105263158,23.0,101.0,88322.87550426013
4100,0.5836842105263158,28.0,1.0,221789.05900948285
4101,0.5836842105263158,28.0,6.0,120977.12685391902
4102,0.5836842105263158,28.0,12.0,93269.37909003808
4103,0.5836842105263158,28.0,17.0,91901.49385135263
4104,0.5836842105263158,28.0,22.0,86840.27525411898
4105,0.5836842105263158,28.0,27.0,86191.0336785677
4106,0.5836842105263158,28.0,33.0,84458.80657524844
4107,0.5836842105263158,28.0,38.0,78978.64161293388
4108,0.5836842105263158,28.0,43.0,78852.02274625453
4109,0.5836842105263158,28.0,48.0,77405.40685274659
4110,0.5836842105263158,28.0,54.0,80814.03939386366
4111,0.5836842105263158,28.0,59.0,73545.93120394145
4112,0.5836842105263158,28.0,64.0,81328.81941892926
4113,0.5836842105263158,28.0,69.0,78392.25438146478
4114,0.5836842105263158,28.0,75.0,75689.40906038624
4115,0.5836842105263158,28.0,80.0,74160.74248241674
4116,0.5836842105263158,28.0,85.0,74812.41544071463
4117,0.5836842105263158,28.0,90.0,72525.02147083725
4118,0.5836842105263158,28.0,96.0,69426.52472131565
4119,0.5836842105263158,28.0,101.0,67967.8514635165
4120,0.5836842105263158,33.0,1.0,133827.72671647192
4121,0.5836842105263158,33.0,6.0,83754.70511731085
4122,0.5836842105263158,33.0,12.0,82786.17429147265
4123,0.5836842105263158,33.0,17.0,89040.56414997196
4124,0.5836842105263158,33.0,22.0,80898.01823138424
4125,0.5836842105263158,33.0,27.0,74913.8786580291
4126,0.5836842105263158,33.0,33.0,71757.44893586787
4127,0.5836842105263158,33.0,38.0,68182.3278226166
4128,0.5836842105263158,33.0,43.0,63221.03896333109
4129,0.5836842105263158,33.0,48.0,70628.93074472906
4130,0.5836842105263158,33.0,54.0,69534.56136927103
4131,0.5836842105263158,33.0,59.0,73077.89735370585
4132,0.5836842105263158,33.0,64.0,68522.07933399748
4133,0.5836842105263158,33.0,69.0,65721.27876086594
4134,0.5836842105263158,33.0,75.0,65758.8025488134
4135,0.5836842105263158,33.0,80.0,65314.408815912866
4136,0.5836842105263158,33.0,85.0,64377.529506078885
4137,0.5836842105263158,33.0,90.0,65726.15124628595
4138,0.5836842105263158,33.0,96.0,65195.78996839935
4139,0.5836842105263158,33.0,101.0,60012.4058408356
4140,0.5836842105263158,38.0,1.0,141187.4024348087
4141,0.5836842105263158,38.0,6.0,86754.0380106789
4142,0.5836842105263158,38.0,12.0,69156.18269031424
4143,0.5836842105263158,38.0,17.0,73906.95345980798
4144,0.5836842105263158,38.0,22.0,67640.64090001264
4145,0.5836842105263158,38.0,27.0,70460.46140143929
4146,0.5836842105263158,38.0,33.0,59930.32814497736
4147,0.5836842105263158,38.0,38.0,62730.65172102947
4148,0.5836842105263158,38.0,43.0,58717.73522598067
4149,0.5836842105263158,38.0,48.0,68392.88872184616
4150,0.5836842105263158,38.0,54.0,57885.140849497984
4151,0.5836842105263158,38.0,59.0,63253.149245377
4152,0.5836842105263158,38.0,64.0,58452.342475531594
4153,0.5836842105263158,38.0,69.0,66357.39537864598
4154,0.5836842105263158,38.0,75.0,59260.9123763631
4155,0.5836842105263158,38.0,80.0,60829.63079939816
4156,0.5836842105263158,38.0,85.0,58826.32260643628
4157,0.5836842105263158,38.0,90.0,58554.322812807084
4158,0.5836842105263158,38.0,96.0,56674.971152547194
4159,0.5836842105263158,38.0,101.0,62029.28113934472
4160,0.5836842105263158,44.0,1.0,101888.07811928034
4161,0.5836842105263158,44.0,6.0,72620.86936904468
4162,0.5836842105263158,44.0,12.0,75848.11200479812
4163,0.5836842105263158,44.0,17.0,61059.37277118777
4164,0.5836842105263158,44.0,22.0,56216.625641035374
4165,0.5836842105263158,44.0,27.0,71598.84736190314
4166,0.5836842105263158,44.0,33.0,60037.816575372504
4167,0.5836842105263158,44.0,38.0,58278.060275733245
4168,0.5836842105263158,44.0,43.0,52741.567312740466
4169,0.5836842105263158,44.0,48.0,55895.1686078788
4170,0.5836842105263158,44.0,54.0,49580.7916413974
4171,0.5836842105263158,44.0,59.0,59763.283424196976
4172,0.5836842105263158,44.0,64.0,54556.4481267399
4173,0.5836842105263158,44.0,69.0,54766.38738995872
4174,0.5836842105263158,44.0,75.0,54331.58106685314
4175,0.5836842105263158,44.0,80.0,50351.28643794313
4176,0.5836842105263158,44.0,85.0,59198.17263424582
4177,0.5836842105263158,44.0,90.0,53035.872665970805
4178,0.5836842105263158,44.0,96.0,56438.94187161745
4179,0.5836842105263158,44.0,101.0,48713.38238396026
4180,0.5836842105263158,49.0,1.0,117210.58582057015
4181,0.5836842105263158,49.0,6.0,68426.44719206136
4182,0.5836842105263158,49.0,12.0,63911.48373666033
4183,0.5836842105263158,49.0,17.0,61856.96651615811
4184,0.5836842105263158,49.0,22.0,55928.549752984756
4185,0.5836842105263158,49.0,27.0,57791.24917298733
4186,0.5836842105263158,49.0,33.0,49696.62988908492
4187,0.5836842105263158,49.0,38.0,53742.49710120088
4188,0.5836842105263158,49.0,43.0,60628.08131248538
4189,0.5836842105263158,49.0,48.0,47347.454728760036
4190,0.5836842105263158,49.0,54.0,51421.374683051305
4191,0.5836842105263158,49.0,59.0,52544.64514578899
4192,0.5836842105263158,49.0,64.0,53811.549736538655
4193,0.5836842105263158,49.0,69.0,50308.19091099436
4194,0.5836842105263158,49.0,75.0,49156.56814093261
4195,0.5836842105263158,49.0,80.0,49098.92761284053
4196,0.5836842105263158,49.0,85.0,51620.49127359493
4197,0.5836842105263158,49.0,90.0,48619.1790075813
4198,0.5836842105263158,49.0,96.0,50876.872890619874
4199,0.5836842105263158,49.0,101.0,43417.08375193867
4200,0.5836842105263158,54.0,1.0,111927.83722796592
4201,0.5836842105263158,54.0,6.0,70705.70303484095
4202,0.5836842105263158,54.0,12.0,48186.843027716044
4203,0.5836842105263158,54.0,17.0,54944.59767264238
4204,0.5836842105263158,54.0,22.0,52455.69496617038
4205,0.5836842105263158,54.0,27.0,51821.237453990376
4206,0.5836842105263158,54.0,33.0,49221.20695011282
4207,0.5836842105263158,54.0,38.0,44109.77055886231
4208,0.5836842105263158,54.0,43.0,50752.53620917087
4209,0.5836842105263158,54.0,48.0,51352.470773421126
4210,0.5836842105263158,54.0,54.0,44323.24219057194
4211,0.5836842105263158,54.0,59.0,53400.64379658121
4212,0.5836842105263158,54.0,64.0,47532.83394470357
4213,0.5836842105263158,54.0,69.0,50787.30974540084
4214,0.5836842105263158,54.0,75.0,48385.6055075879
4215,0.5836842105263158,54.0,80.0,50298.83162989886
4216,0.5836842105263158,54.0,85.0,47843.95261698591
4217,0.5836842105263158,54.0,90.0,43579.85842603189
4218,0.5836842105263158,54.0,96.0,45388.65397224979
4219,0.5836842105263158,54.0,101.0,43830.96949271433
4220,0.5836842105263158,59.0,1.0,127175.54043126032
4221,0.5836842105263158,59.0,6.0,71900.19351821867
4222,0.5836842105263158,59.0,12.0,58694.693740119124
4223,0.5836842105263158,59.0,17.0,58057.640038914964
4224,0.5836842105263158,59.0,22.0,48095.69250156848
4225,0.5836842105263158,59.0,27.0,51127.08132302298
4226,0.5836842105263158,59.0,33.0,48269.39680378999
4227,0.5836842105263158,59.0,38.0,52439.2932095215
4228,0.5836842105263158,59.0,43.0,51415.59359472276
4229,0.5836842105263158,59.0,48.0,48182.6078373536
4230,0.5836842105263158,59.0,54.0,48551.269386749475
4231,0.5836842105263158,59.0,59.0,51509.640301133164
4232,0.5836842105263158,59.0,64.0,45992.16764664238
4233,0.5836842105263158,59.0,69.0,46648.58485082209
4234,0.5836842105263158,59.0,75.0,44630.701259248555
4235,0.5836842105263158,59.0,80.0,48645.98809966992
4236,0.5836842105263158,59.0,85.0,40051.59292988057
4237,0.5836842105263158,59.0,90.0,42133.33699964421
4238,0.5836842105263158,59.0,96.0,48021.59318336283
4239,0.5836842105263158,59.0,101.0,46917.649981428534
4240,0.5836842105263158,65.0,1.0,102739.5612749986
4241,0.5836842105263158,65.0,6.0,60807.02405487263
4242,0.5836842105263158,65.0,12.0,63688.166740466404
4243,0.5836842105263158,65.0,17.0,55006.56011597144
4244,0.5836842105263158,65.0,22.0,52834.59955587895
4245,0.5836842105263158,65.0,27.0,51934.853984860325
4246,0.5836842105263158,65.0,33.0,50644.16903955686
4247,0.5836842105263158,65.0,38.0,49447.780985612095
4248,0.5836842105263158,65.0,43.0,46852.680004385955
4249,0.5836842105263158,65.0,48.0,38092.57487487103
4250,0.5836842105263158,65.0,54.0,47240.35430766261
4251,0.5836842105263158,65.0,59.0,46733.61720721445
4252,0.5836842105263158,65.0,64.0,45219.42903219067
4253,0.5836842105263158,65.0,69.0,43423.778441543356
4254,0.5836842105263158,65.0,75.0,46242.9241099047
4255,0.5836842105263158,65.0,80.0,43708.287793478325
4256,0.5836842105263158,65.0,85.0,42372.91687270817
4257,0.5836842105263158,65.0,90.0,42334.1299112737
4258,0.5836842105263158,65.0,96.0,44142.70925306723
4259,0.5836842105263158,65.0,101.0,44392.0216567677
4260,0.5836842105263158,70.0,1.0,98612.6183853397
4261,0.5836842105263158,70.0,6.0,69845.99739377394
4262,0.5836842105263158,70.0,12.0,56102.03208796387
4263,0.5836842105263158,70.0,17.0,53744.18075881344
4264,0.5836842105263158,70.0,22.0,48612.779344481605
4265,0.5836842105263158,70.0,27.0,46455.36039872672
4266,0.5836842105263158,70.0,33.0,50432.15642377192
4267,0.5836842105263158,70.0,38.0,43620.96967212369
4268,0.5836842105263158,70.0,43.0,44377.964132104324
4269,0.5836842105263158,70.0,48.0,45284.12273088017
4270,0.5836842105263158,70.0,54.0,48902.27573751952
4271,0.5836842105263158,70.0,59.0,44979.76073614518
4272,0.5836842105263158,70.0,64.0,45679.191791877434
4273,0.5836842105263158,70.0,69.0,44706.65612059918
4274,0.5836842105263158,70.0,75.0,41490.53666604574
4275,0.5836842105263158,70.0,80.0,35005.21246674155
4276,0.5836842105263158,70.0,85.0,41664.319609191785
4277,0.5836842105263158,70.0,90.0,40520.91778006525
4278,0.5836842105263158,70.0,96.0,39840.63531916365
4279,0.5836842105263158,70.0,101.0,43173.43538773149
4280,0.5836842105263158,75.0,1.0,96536.62538584789
4281,0.5836842105263158,75.0,6.0,47323.82975160763
4282,0.5836842105263158,75.0,12.0,52332.78557217324
4283,0.5836842105263158,75.0,17.0,50377.65921805451
4284,0.5836842105263158,75.0,22.0,53005.28754366881
4285,0.5836842105263158,75.0,27.0,48976.80843599846
4286,0.5836842105263158,75.0,33.0,40134.58750186627
4287,0.5836842105263158,75.0,38.0,45008.3801920536
4288,0.5836842105263158,75.0,43.0,42326.79758967521
4289,0.5836842105263158,75.0,48.0,44259.90102856374
4290,0.5836842105263158,75.0,54.0,39517.67939134504
4291,0.5836842105263158,75.0,59.0,41542.06840983756
4292,0.5836842105263158,75.0,64.0,43635.21123388708
4293,0.5836842105263158,75.0,69.0,36814.72173207334
4294,0.5836842105263158,75.0,75.0,36578.831713156185
4295,0.5836842105263158,75.0,80.0,45375.98109088111
4296,0.5836842105263158,75.0,85.0,37528.70200373766
4297,0.5836842105263158,75.0,90.0,36943.98545938744
4298,0.5836842105263158,75.0,96.0,43061.95785714544
4299,0.5836842105263158,75.0,101.0,41256.034138046336
4300,0.5836842105263158,80.0,1.0,74368.14677228568
4301,0.5836842105263158,80.0,6.0,56605.86184029985
4302,0.5836842105263158,80.0,12.0,61777.52166627481
4303,0.5836842105263158,80.0,17.0,49711.62323626925
4304,0.5836842105263158,80.0,22.0,44485.04006021214
4305,0.5836842105263158,80.0,27.0,43801.27580413936
4306,0.5836842105263158,80.0,33.0,44407.281736834404
4307,0.5836842105263158,80.0,38.0,36295.91994456802
4308,0.5836842105263158,80.0,43.0,44137.97047664464
4309,0.5836842105263158,80.0,48.0,41312.02095551519
4310,0.5836842105263158,80.0,54.0,44841.385772169575
4311,0.5836842105263158,80.0,59.0,46196.473151496946
4312,0.5836842105263158,80.0,64.0,42119.11500511788
4313,0.5836842105263158,80.0,69.0,43358.21396705291
4314,0.5836842105263158,80.0,75.0,35877.38130954406
4315,0.5836842105263158,80.0,80.0,41295.17907400827
4316,0.5836842105263158,80.0,85.0,41086.71801371878
4317,0.5836842105263158,80.0,90.0,40264.58044990105
4318,0.5836842105263158,80.0,96.0,40973.39908142665
4319,0.5836842105263158,80.0,101.0,41463.49795527635
4320,0.5836842105263158,85.0,1.0,77452.88186961868
4321,0.5836842105263158,85.0,6.0,59608.9672255453
4322,0.5836842105263158,85.0,12.0,55741.70621031935
4323,0.5836842105263158,85.0,17.0,44185.838409517266
4324,0.5836842105263158,85.0,22.0,44304.36708647408
4325,0.5836842105263158,85.0,27.0,48700.56037637067
4326,0.5836842105263158,85.0,33.0,40648.386918622666
4327,0.5836842105263158,85.0,38.0,35339.029034984735
4328,0.5836842105263158,85.0,43.0,42419.95854354381
4329,0.5836842105263158,85.0,48.0,43826.55519901953
4330,0.5836842105263158,85.0,54.0,41085.67097536497
4331,0.5836842105263158,85.0,59.0,41408.798812424364
4332,0.5836842105263158,85.0,64.0,42435.16503352672
4333,0.5836842105263158,85.0,69.0,40432.283708811105
4334,0.5836842105263158,85.0,75.0,41377.12133877449
4335,0.5836842105263158,85.0,80.0,40667.00279165809
4336,0.5836842105263158,85.0,85.0,40725.349866450175
4337,0.5836842105263158,85.0,90.0,40955.625961341095
4338,0.5836842105263158,85.0,96.0,40801.039566239226
4339,0.5836842105263158,85.0,101.0,39784.7358087274
4340,0.5836842105263158,91.0,1.0,77486.73507984921
4341,0.5836842105263158,91.0,6.0,49243.64428956284
4342,0.5836842105263158,91.0,12.0,47257.13756411935
4343,0.5836842105263158,91.0,17.0,49783.12919806645
4344,0.5836842105263158,91.0,22.0,42868.311211511
4345,0.5836842105263158,91.0,27.0,45868.81101913708
4346,0.5836842105263158,91.0,33.0,49265.523079438004
4347,0.5836842105263158,91.0,38.0,33833.74946369178
4348,0.5836842105263158,91.0,43.0,44086.53584180177
4349,0.5836842105263158,91.0,48.0,42916.25813745807
4350,0.5836842105263158,91.0,54.0,40767.93475063584
4351,0.5836842105263158,91.0,59.0,42812.66864044412
4352,0.5836842105263158,91.0,64.0,41084.34184828341
4353,0.5836842105263158,91.0,69.0,39373.9298449664
4354,0.5836842105263158,91.0,75.0,40951.00157521188
4355,0.5836842105263158,91.0,80.0,41033.33770638124
4356,0.5836842105263158,91.0,85.0,39510.42222497392
4357,0.5836842105263158,91.0,90.0,33404.392587513306
4358,0.5836842105263158,91.0,96.0,39840.85793696581
4359,0.5836842105263158,91.0,101.0,40749.11802877433
4360,0.5836842105263158,96.0,1.0,77805.74959350072
4361,0.5836842105263158,96.0,6.0,54919.17582011907
4362,0.5836842105263158,96.0,12.0,39974.534198030095
4363,0.5836842105263158,96.0,17.0,53264.53964522299
4364,0.5836842105263158,96.0,22.0,46935.97967606783
4365,0.5836842105263158,96.0,27.0,49239.759781560846
4366,0.5836842105263158,96.0,33.0,42002.63421072319
4367,0.5836842105263158,96.0,38.0,36940.50415846335
4368,0.5836842105263158,96.0,43.0,41172.27356245691
4369,0.5836842105263158,96.0,48.0,39138.21168253715
4370,0.5836842105263158,96.0,54.0,40058.453737882286
4371,0.5836842105263158,96.0,59.0,40731.34876166825
4372,0.5836842105263158,96.0,64.0,40625.512220272925
4373,0.5836842105263158,96.0,69.0,40459.58814428285
4374,0.5836842105263158,96.0,75.0,38972.11040472029
4375,0.5836842105263158,96.0,80.0,40054.183534297605
4376,0.5836842105263158,96.0,85.0,40017.12545866745
4377,0.5836842105263158,96.0,90.0,40251.23333067055
4378,0.5836842105263158,96.0,96.0,38886.863777714454
4379,0.5836842105263158,96.0,101.0,38608.40314746412
4380,0.5836842105263158,101.0,1.0,71731.8047164873
4381,0.5836842105263158,101.0,6.0,43917.570125016064
4382,0.5836842105263158,101.0,12.0,42763.76065582185
4383,0.5836842105263158,101.0,17.0,43878.53922723867
4384,0.5836842105263158,101.0,22.0,46962.125258818895
4385,0.5836842105263158,101.0,27.0,42019.409894348246
4386,0.5836842105263158,101.0,33.0,39139.64442826069
4387,0.5836842105263158,101.0,38.0,43106.4152520988
4388,0.5836842105263158,101.0,43.0,39928.0882439088
4389,0.5836842105263158,101.0,48.0,35657.94719520694
4390,0.5836842105263158,101.0,54.0,40826.23493073883
4391,0.5836842105263158,101.0,59.0,42947.84296351029
4392,0.5836842105263158,101.0,64.0,40369.00746611873
4393,0.5836842105263158,101.0,69.0,40774.32372109252
4394,0.5836842105263158,101.0,75.0,40119.5749041137
4395,0.5836842105263158,101.0,80.0,38582.90001009608
4396,0.5836842105263158,101.0,85.0,40962.09614977872
4397,0.5836842105263158,101.0,90.0,30700.385732273622
4398,0.5836842105263158,101.0,96.0,35264.15233388626
4399,0.5836842105263158,101.0,101.0,40381.35391928233
4400,0.6410526315789474,2.0,1.0,1094995.3015029542
4401,0.6410526315789474,2.0,6.0,1452627.4191550543
4402,0.6410526315789474,2.0,12.0,1380289.3550437747
4403,0.6410526315789474,2.0,17.0,1407353.15316646
4404,0.6410526315789474,2.0,22.0,1611496.6844764831
4405,0.6410526315789474,2.0,27.0,1337786.087860946
