,Learning rates,Number of leaf nodes,Number of trees,MSE
1939,0.23947368421052634,85.0,101.0,42175.25227331096
1940,0.23947368421052634,91.0,1.0,93800.32361986917
1941,0.23947368421052634,91.0,6.0,54557.13514398246
1942,0.23947368421052634,91.0,12.0,54187.906719265535
1943,0.23947368421052634,91.0,17.0,51618.416301533725
1944,0.23947368421052634,91.0,22.0,40978.399593708156
1945,0.23947368421052634,91.0,27.0,42705.05020968818
1946,0.23947368421052634,91.0,33.0,37974.28800158043
1947,0.23947368421052634,91.0,38.0,44495.68845847123
1948,0.23947368421052634,91.0,43.0,43386.601030830636
1949,0.23947368421052634,91.0,48.0,48186.8183313921
1950,0.23947368421052634,91.0,54.0,43599.930483057695
1951,0.23947368421052634,91.0,59.0,48057.03211755274
1952,0.23947368421052634,91.0,64.0,45688.473257171274
1953,0.23947368421052634,91.0,69.0,42870.22321062828
1954,0.23947368421052634,91.0,75.0,44611.192289067694
1955,0.23947368421052634,91.0,80.0,43749.941859271996
1956,0.23947368421052634,91.0,85.0,43199.65761995366
1957,0.23947368421052634,91.0,90.0,42293.62528271909
1958,0.23947368421052634,91.0,96.0,44760.111058565126
1959,0.23947368421052634,91.0,101.0,43107.81895969412
1960,0.23947368421052634,96.0,1.0,69041.10695367541
1961,0.23947368421052634,96.0,6.0,58613.464069824695
1962,0.23947368421052634,96.0,12.0,44212.17863416779
1963,0.23947368421052634,96.0,17.0,49221.44230442663
1964,0.23947368421052634,96.0,22.0,37869.09323772111
1965,0.23947368421052634,96.0,27.0,45521.20122264923
1966,0.23947368421052634,96.0,33.0,43678.85063713324
1967,0.23947368421052634,96.0,38.0,46102.59146454451
1968,0.23947368421052634,96.0,43.0,39044.96223467047
1969,0.23947368421052634,96.0,48.0,45798.30450169388
1970,0.23947368421052634,96.0,54.0,43645.01971213515
1971,0.23947368421052634,96.0,59.0,44690.2460105969
1972,0.23947368421052634,96.0,64.0,44899.29495279214
1973,0.23947368421052634,96.0,69.0,42871.52296692504
1974,0.23947368421052634,96.0,75.0,41493.675620820475
1975,0.23947368421052634,96.0,80.0,42939.823075657936
1976,0.23947368421052634,96.0,85.0,36236.36972304664
1977,0.23947368421052634,96.0,90.0,42432.923126997695
1978,0.23947368421052634,96.0,96.0,41977.214420251206
1979,0.23947368421052634,96.0,101.0,35175.24061253812
1980,0.23947368421052634,101.0,1.0,78661.82628896859
1981,0.23947368421052634,101.0,6.0,50920.31756619287
1982,0.23947368421052634,101.0,12.0,40952.96383914657
1983,0.23947368421052634,101.0,17.0,46740.76257759773
1984,0.23947368421052634,101.0,22.0,42068.24468238114
1985,0.23947368421052634,101.0,27.0,42173.87553649108
1986,0.23947368421052634,101.0,33.0,38109.755617968665
1987,0.23947368421052634,101.0,38.0,43301.53386148203
1988,0.23947368421052634,101.0,43.0,42526.616493089416
1989,0.23947368421052634,101.0,48.0,43101.04534162318
1990,0.23947368421052634,101.0,54.0,42986.64172125875
1991,0.23947368421052634,101.0,59.0,43325.13358675736
1992,0.23947368421052634,101.0,64.0,41810.59490530679
1993,0.23947368421052634,101.0,69.0,42083.97096624349
1994,0.23947368421052634,101.0,75.0,42717.71413180394
1995,0.23947368421052634,101.0,80.0,42381.79083517873
1996,0.23947368421052634,101.0,85.0,42147.59412292293
1997,0.23947368421052634,101.0,90.0,41997.40648498746
1998,0.23947368421052634,101.0,96.0,42217.36206364646
1999,0.23947368421052634,101.0,101.0,41567.27033242959
2000,0.2968421052631579,2.0,1.0,1110121.0867691478
2001,0.2968421052631579,2.0,6.0,1059658.8160692132
2002,0.2968421052631579,2.0,12.0,1327803.0918183688
2003,0.2968421052631579,2.0,17.0,1563333.1539161396
2004,0.2968421052631579,2.0,22.0,1519404.5020663233
2005,0.2968421052631579,2.0,27.0,1481253.2946558718
2006,0.2968421052631579,2.0,33.0,1452948.6871779482
2007,0.2968421052631579,2.0,38.0,1437574.4335983756
2008,0.2968421052631579,2.0,43.0,1310050.3015516347
2009,0.2968421052631579,2.0,48.0,1569638.092367884
2010,0.2968421052631579,2.0,54.0,1492724.616579277
2011,0.2968421052631579,2.0,59.0,1428417.2975412675
2012,0.2968421052631579,2.0,64.0,1387422.4060210194
2013,0.2968421052631579,2.0,69.0,1507962.2385189089
2014,0.2968421052631579,2.0,75.0,1455816.440057268
2015,0.2968421052631579,2.0,80.0,1373539.6991447615
2016,0.2968421052631579,2.0,85.0,1399776.7246664346
2017,0.2968421052631579,2.0,90.0,1471782.6171389383
2018,0.2968421052631579,2.0,96.0,1434347.1856742068
2019,0.2968421052631579,2.0,101.0,1491680.2504919914
2020,0.2968421052631579,7.0,1.0,521637.8652768869
2021,0.2968421052631579,7.0,6.0,400707.64641886094
2022,0.2968421052631579,7.0,12.0,312142.6129210673
2023,0.2968421052631579,7.0,17.0,348439.7103821369
2024,0.2968421052631579,7.0,22.0,359771.27985826705
2025,0.2968421052631579,7.0,27.0,337422.5502403045
2026,0.2968421052631579,7.0,33.0,361591.04846118996
2027,0.2968421052631579,7.0,38.0,358351.58043775056
2028,0.2968421052631579,7.0,43.0,373059.9696185754
2029,0.2968421052631579,7.0,48.0,344471.4161609848
2030,0.2968421052631579,7.0,54.0,310850.5164914882
2031,0.2968421052631579,7.0,59.0,323229.38706062955
2032,0.2968421052631579,7.0,64.0,336854.6097003455
2033,0.2968421052631579,7.0,69.0,348420.9178176079
2034,0.2968421052631579,7.0,75.0,344287.8348969524
2035,0.2968421052631579,7.0,80.0,342624.8149296595
2036,0.2968421052631579,7.0,85.0,352442.8358227974
2037,0.2968421052631579,7.0,90.0,315290.5985322901
2038,0.2968421052631579,7.0,96.0,346659.51672283077
2039,0.2968421052631579,7.0,101.0,334872.2847816818
2040,0.2968421052631579,12.0,1.0,342188.9436845561
2041,0.2968421052631579,12.0,6.0,244711.7797326494
2042,0.2968421052631579,12.0,12.0,200778.96625048132
2043,0.2968421052631579,12.0,17.0,180167.7224246447
2044,0.2968421052631579,12.0,22.0,199758.09757238632
2045,0.2968421052631579,12.0,27.0,188725.30953105065
2046,0.2968421052631579,12.0,33.0,204707.39279614075
2047,0.2968421052631579,12.0,38.0,175423.53181400942
2048,0.2968421052631579,12.0,43.0,209119.37541429058
2049,0.2968421052631579,12.0,48.0,179573.1913758357
2050,0.2968421052631579,12.0,54.0,172246.09601400048
2051,0.2968421052631579,12.0,59.0,178139.45251530176
2052,0.2968421052631579,12.0,64.0,169355.06237807698
2053,0.2968421052631579,12.0,69.0,167742.66722868133
2054,0.2968421052631579,12.0,75.0,170275.10072898504
2055,0.2968421052631579,12.0,80.0,174065.5543077782
2056,0.2968421052631579,12.0,85.0,173116.20939334127
2057,0.2968421052631579,12.0,90.0,172989.55426580805
2058,0.2968421052631579,12.0,96.0,164328.18535731835
2059,0.2968421052631579,12.0,101.0,168405.31452104216
2060,0.2968421052631579,18.0,1.0,245618.09572661264
2061,0.2968421052631579,18.0,6.0,141881.0784262551
2062,0.2968421052631579,18.0,12.0,121172.29661825088
2063,0.2968421052631579,18.0,17.0,133452.5387915153
2064,0.2968421052631579,18.0,22.0,111395.05028132797
2065,0.2968421052631579,18.0,27.0,126626.8359128941
2066,0.2968421052631579,18.0,33.0,124643.29026884428
2067,0.2968421052631579,18.0,38.0,127994.0605434757
2068,0.2968421052631579,18.0,43.0,123423.87626848144
2069,0.2968421052631579,18.0,48.0,127096.94969404007
2070,0.2968421052631579,18.0,54.0,125371.80750205946
2071,0.2968421052631579,18.0,59.0,121542.60775977114
2072,0.2968421052631579,18.0,64.0,113810.59188870201
2073,0.2968421052631579,18.0,69.0,114940.34418590064
2074,0.2968421052631579,18.0,75.0,116323.34358881254
2075,0.2968421052631579,18.0,80.0,123562.00556863501
2076,0.2968421052631579,18.0,85.0,111263.23386485982
2077,0.2968421052631579,18.0,90.0,115343.75803801278
2078,0.2968421052631579,18.0,96.0,107789.8342804721
2079,0.2968421052631579,18.0,101.0,109556.07311031291
2080,0.2968421052631579,23.0,1.0,155024.49957513096
2081,0.2968421052631579,23.0,6.0,106968.54752937275
2082,0.2968421052631579,23.0,12.0,103699.28299538702
2083,0.2968421052631579,23.0,17.0,104836.753579257
2084,0.2968421052631579,23.0,22.0,109264.03447332031
2085,0.2968421052631579,23.0,27.0,99539.8032504981
2086,0.2968421052631579,23.0,33.0,96981.99352738463
2087,0.2968421052631579,23.0,38.0,101621.96528742342
2088,0.2968421052631579,23.0,43.0,96247.44176030364
2089,0.2968421052631579,23.0,48.0,102641.18489662581
2090,0.2968421052631579,23.0,54.0,93375.68352277495
2091,0.2968421052631579,23.0,59.0,91438.84508336746
2092,0.2968421052631579,23.0,64.0,94340.98926025082
2093,0.2968421052631579,23.0,69.0,100962.98028069496
2094,0.2968421052631579,23.0,75.0,99288.79669570921
2095,0.2968421052631579,23.0,80.0,96081.65800974953
2096,0.2968421052631579,23.0,85.0,97444.98825698622
2097,0.2968421052631579,23.0,90.0,88798.45836361757
2098,0.2968421052631579,23.0,96.0,82179.84888944098
2099,0.2968421052631579,23.0,101.0,93014.96202619316
2100,0.2968421052631579,28.0,1.0,194449.74268384135
2101,0.2968421052631579,28.0,6.0,87950.37378812443
2102,0.2968421052631579,28.0,12.0,93294.63056876425
2103,0.2968421052631579,28.0,17.0,91841.16696014848
2104,0.2968421052631579,28.0,22.0,96087.08228992253
2105,0.2968421052631579,28.0,27.0,80781.85545540277
2106,0.2968421052631579,28.0,33.0,89345.51711404929
2107,0.2968421052631579,28.0,38.0,83863.59118050063
2108,0.2968421052631579,28.0,43.0,92807.83224572659
2109,0.2968421052631579,28.0,48.0,87675.42733830352
2110,0.2968421052631579,28.0,54.0,83228.78330662096
2111,0.2968421052631579,28.0,59.0,88207.05162749422
2112,0.2968421052631579,28.0,64.0,82206.34325328056
2113,0.2968421052631579,28.0,69.0,82147.92286775839
2114,0.2968421052631579,28.0,75.0,80934.9836954655
2115,0.2968421052631579,28.0,80.0,81935.9863606614
2116,0.2968421052631579,28.0,85.0,72484.85812730044
2117,0.2968421052631579,28.0,90.0,85074.80232744038
2118,0.2968421052631579,28.0,96.0,75248.64851340237
2119,0.2968421052631579,28.0,101.0,77760.61267097812
2120,0.2968421052631579,33.0,1.0,136419.59873066557
2121,0.2968421052631579,33.0,6.0,90944.50098699347
2122,0.2968421052631579,33.0,12.0,88742.85490629333
2123,0.2968421052631579,33.0,17.0,82022.91663988416
2124,0.2968421052631579,33.0,22.0,79678.67656398803
2125,0.2968421052631579,33.0,27.0,77051.02498646206
2126,0.2968421052631579,33.0,33.0,77862.43338208545
2127,0.2968421052631579,33.0,38.0,70355.25061702161
2128,0.2968421052631579,33.0,43.0,72465.18959485547
2129,0.2968421052631579,33.0,48.0,72177.20561956981
2130,0.2968421052631579,33.0,54.0,77284.80945904758
2131,0.2968421052631579,33.0,59.0,73539.52165041571
2132,0.2968421052631579,33.0,64.0,68119.48534826457
2133,0.2968421052631579,33.0,69.0,72121.64137708725
2134,0.2968421052631579,33.0,75.0,67451.61025150394
2135,0.2968421052631579,33.0,80.0,70766.43533867264
2136,0.2968421052631579,33.0,85.0,67746.8432687482
2137,0.2968421052631579,33.0,90.0,71561.75153448021
2138,0.2968421052631579,33.0,96.0,67510.39955714598
2139,0.2968421052631579,33.0,101.0,69133.5048272871
2140,0.2968421052631579,38.0,1.0,126574.29797597659
2141,0.2968421052631579,38.0,6.0,68311.65458964407
2142,0.2968421052631579,38.0,12.0,87224.05116017004
2143,0.2968421052631579,38.0,17.0,80304.94073265916
2144,0.2968421052631579,38.0,22.0,75117.39606784271
2145,0.2968421052631579,38.0,27.0,67542.4221846584
2146,0.2968421052631579,38.0,33.0,56978.984627232014
2147,0.2968421052631579,38.0,38.0,64771.67077057092
2148,0.2968421052631579,38.0,43.0,61414.18797130908
2149,0.2968421052631579,38.0,48.0,64485.185592857735
2150,0.2968421052631579,38.0,54.0,67434.56157137408
2151,0.2968421052631579,38.0,59.0,58913.11799869401
2152,0.2968421052631579,38.0,64.0,67656.05904248753
2153,0.2968421052631579,38.0,69.0,61717.91837742509
2154,0.2968421052631579,38.0,75.0,60939.62536710287
2155,0.2968421052631579,38.0,80.0,59956.13517652175
2156,0.2968421052631579,38.0,85.0,61269.30713395043
2157,0.2968421052631579,38.0,90.0,58650.137753899115
2158,0.2968421052631579,38.0,96.0,58373.78909513706
2159,0.2968421052631579,38.0,101.0,61635.85645833108
2160,0.2968421052631579,44.0,1.0,130237.8421993813
2161,0.2968421052631579,44.0,6.0,68555.39687312781
2162,0.2968421052631579,44.0,12.0,73683.58983347238
2163,0.2968421052631579,44.0,17.0,68046.12534043478
2164,0.2968421052631579,44.0,22.0,60279.649373375745
2165,0.2968421052631579,44.0,27.0,63343.46576345342
2166,0.2968421052631579,44.0,33.0,60961.03396856711
2167,0.2968421052631579,44.0,38.0,60725.747999229614
2168,0.2968421052631579,44.0,43.0,59151.20410286721
2169,0.2968421052631579,44.0,48.0,59150.28392250209
2170,0.2968421052631579,44.0,54.0,58936.14659890329
2171,0.2968421052631579,44.0,59.0,57092.09461173091
2172,0.2968421052631579,44.0,64.0,53944.69097871235
2173,0.2968421052631579,44.0,69.0,57605.28892230954
2174,0.2968421052631579,44.0,75.0,48860.32381963222
2175,0.2968421052631579,44.0,80.0,57702.569623773634
2176,0.2968421052631579,44.0,85.0,48800.02986683148
2177,0.2968421052631579,44.0,90.0,53565.76836686762
2178,0.2968421052631579,44.0,96.0,54140.450909146166
2179,0.2968421052631579,44.0,101.0,57456.67794862888
2180,0.2968421052631579,49.0,1.0,110316.59393449452
2181,0.2968421052631579,49.0,6.0,74119.2600953476
2182,0.2968421052631579,49.0,12.0,70532.67838012057
2183,0.2968421052631579,49.0,17.0,62871.58135124473
2184,0.2968421052631579,49.0,22.0,57333.10830058935
2185,0.2968421052631579,49.0,27.0,58155.08271896776
2186,0.2968421052631579,49.0,33.0,64330.94974455436
2187,0.2968421052631579,49.0,38.0,54669.4738613417
2188,0.2968421052631579,49.0,43.0,54437.17338696543
2189,0.2968421052631579,49.0,48.0,50479.625515520114
2190,0.2968421052631579,49.0,54.0,49433.08332674937
2191,0.2968421052631579,49.0,59.0,55278.57630014196
2192,0.2968421052631579,49.0,64.0,56537.763061646256
2193,0.2968421052631579,49.0,69.0,52762.39006027584
2194,0.2968421052631579,49.0,75.0,54267.503508882946
2195,0.2968421052631579,49.0,80.0,52960.17234381181
2196,0.2968421052631579,49.0,85.0,50175.418145796444
2197,0.2968421052631579,49.0,90.0,54963.82352249254
2198,0.2968421052631579,49.0,96.0,50414.516517385724
2199,0.2968421052631579,49.0,101.0,51445.16267289136
2200,0.2968421052631579,54.0,1.0,114115.30797794531
2201,0.2968421052631579,54.0,6.0,72954.67514862904
2202,0.2968421052631579,54.0,12.0,55661.87626078369
2203,0.2968421052631579,54.0,17.0,51108.99124207218
2204,0.2968421052631579,54.0,22.0,57972.04489455675
2205,0.2968421052631579,54.0,27.0,59950.62810328722
2206,0.2968421052631579,54.0,33.0,47065.6780918954
2207,0.2968421052631579,54.0,38.0,56713.07602978472
2208,0.2968421052631579,54.0,43.0,45959.481843979476
2209,0.2968421052631579,54.0,48.0,51597.936682968895
2210,0.2968421052631579,54.0,54.0,51475.63655927676
2211,0.2968421052631579,54.0,59.0,40425.461794104136
2212,0.2968421052631579,54.0,64.0,54928.25572215275
2213,0.2968421052631579,54.0,69.0,48812.62211364388
2214,0.2968421052631579,54.0,75.0,50033.552437571285
2215,0.2968421052631579,54.0,80.0,51628.03429109514
2216,0.2968421052631579,54.0,85.0,47243.06800204319
2217,0.2968421052631579,54.0,90.0,43296.98660263431
2218,0.2968421052631579,54.0,96.0,48535.34879467005
2219,0.2968421052631579,54.0,101.0,51410.23043281389
2220,0.2968421052631579,59.0,1.0,105595.10696321439
2221,0.2968421052631579,59.0,6.0,73401.46133318204
2222,0.2968421052631579,59.0,12.0,60327.44143228724
2223,0.2968421052631579,59.0,17.0,48752.03444561787
2224,0.2968421052631579,59.0,22.0,51158.408305034965
2225,0.2968421052631579,59.0,27.0,55615.95968321599
2226,0.2968421052631579,59.0,33.0,50654.83274962483
2227,0.2968421052631579,59.0,38.0,51349.53166136144
2228,0.2968421052631579,59.0,43.0,52589.15402739646
2229,0.2968421052631579,59.0,48.0,52199.02206208077
2230,0.2968421052631579,59.0,54.0,43523.494191314334
2231,0.2968421052631579,59.0,59.0,41313.25027227451
2232,0.2968421052631579,59.0,64.0,51313.71942871902
2233,0.2968421052631579,59.0,69.0,44928.592874279544
2234,0.2968421052631579,59.0,75.0,48422.774393097985
2235,0.2968421052631579,59.0,80.0,43645.23776903285
2236,0.2968421052631579,59.0,85.0,45276.947888763636
2237,0.2968421052631579,59.0,90.0,47869.951536696375
2238,0.2968421052631579,59.0,96.0,47263.688957513215
2239,0.2968421052631579,59.0,101.0,48009.56188221124
2240,0.2968421052631579,65.0,1.0,84207.78817010055
2241,0.2968421052631579,65.0,6.0,72522.0331487189
2242,0.2968421052631579,65.0,12.0,56264.21171703036
2243,0.2968421052631579,65.0,17.0,48359.9930431322
2244,0.2968421052631579,65.0,22.0,51297.82161647149
2245,0.2968421052631579,65.0,27.0,52697.798365176066
2246,0.2968421052631579,65.0,33.0,54623.92408386709
2247,0.2968421052631579,65.0,38.0,44259.92914049423
2248,0.2968421052631579,65.0,43.0,46624.07347311923
2249,0.2968421052631579,65.0,48.0,40769.73619706672
2250,0.2968421052631579,65.0,54.0,50609.792461024816
2251,0.2968421052631579,65.0,59.0,48097.403733545565
2252,0.2968421052631579,65.0,64.0,47571.289271696536
2253,0.2968421052631579,65.0,69.0,44749.87502273853
2254,0.2968421052631579,65.0,75.0,49497.14645846279
2255,0.2968421052631579,65.0,80.0,44570.39934404264
2256,0.2968421052631579,65.0,85.0,47393.419352305784
2257,0.2968421052631579,65.0,90.0,36570.13166667421
2258,0.2968421052631579,65.0,96.0,43354.996227053096
2259,0.2968421052631579,65.0,101.0,45778.10468779863
2260,0.2968421052631579,70.0,1.0,106908.34281297367
2261,0.2968421052631579,70.0,6.0,71012.79768123355
2262,0.2968421052631579,70.0,12.0,49940.9848012127
2263,0.2968421052631579,70.0,17.0,49479.18788936518
2264,0.2968421052631579,70.0,22.0,53792.80229624909
2265,0.2968421052631579,70.0,27.0,49914.90473829891
2266,0.2968421052631579,70.0,33.0,44031.6980256796
2267,0.2968421052631579,70.0,38.0,41856.89279733799
2268,0.2968421052631579,70.0,43.0,50673.91161967011
2269,0.2968421052631579,70.0,48.0,50234.967326559796
2270,0.2968421052631579,70.0,54.0,38504.84571900526
2271,0.2968421052631579,70.0,59.0,45687.21176180603
2272,0.2968421052631579,70.0,64.0,46521.76307125315
2273,0.2968421052631579,70.0,69.0,36915.44120872027
2274,0.2968421052631579,70.0,75.0,45688.4046824632
2275,0.2968421052631579,70.0,80.0,43433.13994080255
2276,0.2968421052631579,70.0,85.0,46921.189955238806
2277,0.2968421052631579,70.0,90.0,45681.03279826631
2278,0.2968421052631579,70.0,96.0,45228.89557773666
2279,0.2968421052631579,70.0,101.0,44803.20270066141
2280,0.2968421052631579,75.0,1.0,97491.55862308248
2281,0.2968421052631579,75.0,6.0,64325.40668384465
2282,0.2968421052631579,75.0,12.0,50735.5582754078
2283,0.2968421052631579,75.0,17.0,54914.259885861306
2284,0.2968421052631579,75.0,22.0,41257.86037141713
2285,0.2968421052631579,75.0,27.0,53108.699774927314
2286,0.2968421052631579,75.0,33.0,47517.000401719946
2287,0.2968421052631579,75.0,38.0,40527.36605862838
2288,0.2968421052631579,75.0,43.0,46393.42179178267
2289,0.2968421052631579,75.0,48.0,49945.76801308479
2290,0.2968421052631579,75.0,54.0,40906.29000281818
2291,0.2968421052631579,75.0,59.0,44619.521125663705
2292,0.2968421052631579,75.0,64.0,45879.87688734661
2293,0.2968421052631579,75.0,69.0,43759.948809251946
2294,0.2968421052631579,75.0,75.0,46094.01121206708
2295,0.2968421052631579,75.0,80.0,43171.43190390105
2296,0.2968421052631579,75.0,85.0,38266.68993339839
2297,0.2968421052631579,75.0,90.0,44869.39936911873
2298,0.2968421052631579,75.0,96.0,45882.69037434419
2299,0.2968421052631579,75.0,101.0,37445.02670178662
2300,0.2968421052631579,80.0,1.0,85156.39610836757
2301,0.2968421052631579,80.0,6.0,71460.38854451108
2302,0.2968421052631579,80.0,12.0,55570.839134253554
2303,0.2968421052631579,80.0,17.0,47849.28889106162
2304,0.2968421052631579,80.0,22.0,49254.398314010876
2305,0.2968421052631579,80.0,27.0,46088.94297115648
2306,0.2968421052631579,80.0,33.0,39677.273165067425
2307,0.2968421052631579,80.0,38.0,48067.78766080227
2308,0.2968421052631579,80.0,43.0,47144.82680007577
2309,0.2968421052631579,80.0,48.0,45547.07786761518
2310,0.2968421052631579,80.0,54.0,43593.85114674908
2311,0.2968421052631579,80.0,59.0,45196.499061742856
2312,0.2968421052631579,80.0,64.0,44257.05927024439
2313,0.2968421052631579,80.0,69.0,44349.926402518
2314,0.2968421052631579,80.0,75.0,44916.67587546129
2315,0.2968421052631579,80.0,80.0,44736.078280448935
2316,0.2968421052631579,80.0,85.0,44432.18895663494
2317,0.2968421052631579,80.0,90.0,44057.29847327809
2318,0.2968421052631579,80.0,96.0,43133.1873694419
2319,0.2968421052631579,80.0,101.0,42777.247688959
2320,0.2968421052631579,85.0,1.0,104567.75889634779
2321,0.2968421052631579,85.0,6.0,78303.3801441781
2322,0.2968421052631579,85.0,12.0,58335.07562771047
2323,0.2968421052631579,85.0,17.0,51643.39433795694
2324,0.2968421052631579,85.0,22.0,48683.6334259801
2325,0.2968421052631579,85.0,27.0,46238.58038920047
2326,0.2968421052631579,85.0,33.0,44713.828276444714
2327,0.2968421052631579,85.0,38.0,35598.26826678428
2328,0.2968421052631579,85.0,43.0,39238.80575838726
2329,0.2968421052631579,85.0,48.0,47037.5337124564
2330,0.2968421052631579,85.0,54.0,45322.77540183247
2331,0.2968421052631579,85.0,59.0,45132.651287020446
2332,0.2968421052631579,85.0,64.0,44104.11919005906
2333,0.2968421052631579,85.0,69.0,44249.70470765495
2334,0.2968421052631579,85.0,75.0,43746.31476196444
2335,0.2968421052631579,85.0,80.0,43071.65387398511
2336,0.2968421052631579,85.0,85.0,42285.23249131205
2337,0.2968421052631579,85.0,90.0,36029.945117223964
2338,0.2968421052631579,85.0,96.0,42684.17840188195
2339,0.2968421052631579,85.0,101.0,41869.59454899558
2340,0.2968421052631579,91.0,1.0,82557.98209669587
2341,0.2968421052631579,91.0,6.0,51230.173942355024
2342,0.2968421052631579,91.0,12.0,58489.44417673203
2343,0.2968421052631579,91.0,17.0,36690.644734925765
2344,0.2968421052631579,91.0,22.0,44895.552981795576
2345,0.2968421052631579,91.0,27.0,46450.6968315818
2346,0.2968421052631579,91.0,33.0,46953.811087513524
2347,0.2968421052631579,91.0,38.0,42487.56978352762
2348,0.2968421052631579,91.0,43.0,43545.95497197735
2349,0.2968421052631579,91.0,48.0,44322.746589220726
2350,0.2968421052631579,91.0,54.0,44736.88125070545
2351,0.2968421052631579,91.0,59.0,44117.577064238656
2352,0.2968421052631579,91.0,64.0,44025.645599393814
2353,0.2968421052631579,91.0,69.0,42378.63002064241
2354,0.2968421052631579,91.0,75.0,42425.51397466839
2355,0.2968421052631579,91.0,80.0,42118.8740855662
2356,0.2968421052631579,91.0,85.0,43188.97107817214
2357,0.2968421052631579,91.0,90.0,42482.45624116364
2358,0.2968421052631579,91.0,96.0,42557.06695323443
2359,0.2968421052631579,91.0,101.0,42137.2482412285
2360,0.2968421052631579,96.0,1.0,64493.28167315642
2361,0.2968421052631579,96.0,6.0,47955.56446666254
2362,0.2968421052631579,96.0,12.0,51692.117681187214
2363,0.2968421052631579,96.0,17.0,44488.273995373114
2364,0.2968421052631579,96.0,22.0,46025.055153210335
2365,0.2968421052631579,96.0,27.0,50608.76891939897
2366,0.2968421052631579,96.0,33.0,50261.08527847735
2367,0.2968421052631579,96.0,38.0,45393.341627824535
2368,0.2968421052631579,96.0,43.0,39108.30930889068
2369,0.2968421052631579,96.0,48.0,43768.06880620445
2370,0.2968421052631579,96.0,54.0,42049.44627658072
2371,0.2968421052631579,96.0,59.0,41260.82166500843
2372,0.2968421052631579,96.0,64.0,43192.61391984118
2373,0.2968421052631579,96.0,69.0,42000.67659840426
2374,0.2968421052631579,96.0,75.0,42033.33438264419
2375,0.2968421052631579,96.0,80.0,40980.48827004188
2376,0.2968421052631579,96.0,85.0,41336.37705990577
2377,0.2968421052631579,96.0,90.0,41935.33807331672
2378,0.2968421052631579,96.0,96.0,40930.89597692683
2379,0.2968421052631579,96.0,101.0,41112.29476237689
2380,0.2968421052631579,101.0,1.0,101592.51853642675
2381,0.2968421052631579,101.0,6.0,53544.9620435944
2382,0.2968421052631579,101.0,12.0,45314.22140450799
2383,0.2968421052631579,101.0,17.0,49637.20119452305
2384,0.2968421052631579,101.0,22.0,47326.97951766549
2385,0.2968421052631579,101.0,27.0,44659.46606164554
2386,0.2968421052631579,101.0,33.0,45333.26920305041
2387,0.2968421052631579,101.0,38.0,49355.522371550294
2388,0.2968421052631579,101.0,43.0,38463.8654019444
2389,0.2968421052631579,101.0,48.0,42376.779502854726
2390,0.2968421052631579,101.0,54.0,40293.67075812065
2391,0.2968421052631579,101.0,59.0,43333.18045993927
2392,0.2968421052631579,101.0,64.0,42528.92371575568
2393,0.2968421052631579,101.0,69.0,40935.53048417149
2394,0.2968421052631579,101.0,75.0,41753.42133562753
2395,0.2968421052631579,101.0,80.0,40913.005251516595
2396,0.2968421052631579,101.0,85.0,41695.03451830825
2397,0.2968421052631579,101.0,90.0,40833.17655522812
2398,0.2968421052631579,101.0,96.0,39992.954388656115
2399,0.2968421052631579,101.0,101.0,40088.61327143239
2400,0.35421052631578953,2.0,1.0,1132446.2206066728
2401,0.35421052631578953,2.0,6.0,1053846.8780660834
2402,0.35421052631578953,2.0,12.0,1356547.5507659772
2403,0.35421052631578953,2.0,17.0,1452335.625569412
2404,0.35421052631578953,2.0,22.0,1399878.5328001424
2405,0.35421052631578953,2.0,27.0,1374395.8839324194
2406,0.35421052631578953,2.0,33.0,1425624.305970817
2407,0.35421052631578953,2.0,38.0,1460343.4957095429
2408,0.35421052631578953,2.0,43.0,1369630.4139510035
2409,0.35421052631578953,2.0,48.0,1451484.0929646746
2410,0.35421052631578953,2.0,54.0,1468779.668705442
2411,0.35421052631578953,2.0,59.0,1478746.997129825
2412,0.35421052631578953,2.0,64.0,1528952.4687911195
2413,0.35421052631578953,2.0,69.0,1523704.9535147997
2414,0.35421052631578953,2.0,75.0,1480497.5009270853
2415,0.35421052631578953,2.0,80.0,1494033.6769286317
2416,0.35421052631578953,2.0,85.0,1426742.8834521465
2417,0.35421052631578953,2.0,90.0,1403423.6066082406
2418,0.35421052631578953,2.0,96.0,1399896.6308169186
2419,0.35421052631578953,2.0,101.0,1421996.6154479613
2420,0.35421052631578953,7.0,1.0,457029.8033705535
2421,0.35421052631578953,7.0,6.0,379281.6648903634
2422,0.35421052631578953,7.0,12.0,374309.49765651376
2423,0.35421052631578953,7.0,17.0,371244.85557585565
2424,0.35421052631578953,7.0,22.0,328258.8134517862
2425,0.35421052631578953,7.0,27.0,335297.6686393574
2426,0.35421052631578953,7.0,33.0,366361.06345506216
2427,0.35421052631578953,7.0,38.0,376671.0838403702
2428,0.35421052631578953,7.0,43.0,345064.9334904976
2429,0.35421052631578953,7.0,48.0,329932.98925760435
2430,0.35421052631578953,7.0,54.0,359064.3029595828
2431,0.35421052631578953,7.0,59.0,327980.42470876063
2432,0.35421052631578953,7.0,64.0,339169.8036503136
2433,0.35421052631578953,7.0,69.0,319121.93089850334
2434,0.35421052631578953,7.0,75.0,346260.7360707688
2435,0.35421052631578953,7.0,80.0,343775.5273918297
