,Learning rates,Number of leaf nodes,Number of trees,MSE
6845,0.985263157894737,12.0,27.0,75862.31708043703
6846,0.985263157894737,12.0,33.0,66226.48865811205
6847,0.985263157894737,12.0,38.0,68894.11102320031
6848,0.985263157894737,12.0,43.0,62079.66472121167
6849,0.985263157894737,12.0,48.0,63698.018299573436
6850,0.985263157894737,12.0,54.0,56742.35460512488
6851,0.985263157894737,12.0,59.0,62424.89804909306
6852,0.985263157894737,12.0,64.0,59592.46796968
6853,0.985263157894737,12.0,69.0,60702.63607697573
6854,0.985263157894737,12.0,75.0,63262.21772884567
6855,0.985263157894737,12.0,80.0,63787.536586955706
6856,0.985263157894737,12.0,85.0,57586.5871366416
6857,0.985263157894737,12.0,90.0,63393.37595604552
6858,0.985263157894737,12.0,96.0,61193.41721264884
6859,0.985263157894737,12.0,101.0,59895.25786034556
6860,0.985263157894737,18.0,1.0,557903.6399441886
6861,0.985263157894737,18.0,6.0,138889.34656365664
6862,0.985263157894737,18.0,12.0,99325.88863280776
6863,0.985263157894737,18.0,17.0,78724.91738420719
6864,0.985263157894737,18.0,22.0,81111.6271181397
6865,0.985263157894737,18.0,27.0,76236.76380180391
6866,0.985263157894737,18.0,33.0,61687.494529047966
6867,0.985263157894737,18.0,38.0,66238.10460006862
6868,0.985263157894737,18.0,43.0,69625.30090585533
6869,0.985263157894737,18.0,48.0,60562.101883045936
6870,0.985263157894737,18.0,54.0,60226.168556549106
6871,0.985263157894737,18.0,59.0,62361.653135325396
6872,0.985263157894737,18.0,64.0,61085.606623382286
6873,0.985263157894737,18.0,69.0,59650.373475261746
6874,0.985263157894737,18.0,75.0,58375.634056812734
6875,0.985263157894737,18.0,80.0,61963.874426111775
6876,0.985263157894737,18.0,85.0,57907.299020148545
6877,0.985263157894737,18.0,90.0,59842.4646755719
6878,0.985263157894737,18.0,96.0,61096.601698916675
6879,0.985263157894737,18.0,101.0,60074.6357765511
6880,0.985263157894737,23.0,1.0,557903.6399441886
6881,0.985263157894737,23.0,6.0,138889.34656365658
6882,0.985263157894737,23.0,12.0,100688.54456270725
6883,0.985263157894737,23.0,17.0,75688.89311713065
6884,0.985263157894737,23.0,22.0,79593.70859201964
6885,0.985263157894737,23.0,27.0,78784.33677902985
6886,0.985263157894737,23.0,33.0,65239.88563162875
6887,0.985263157894737,23.0,38.0,65414.64987362239
6888,0.985263157894737,23.0,43.0,69625.30090585524
6889,0.985263157894737,23.0,48.0,63698.01829957343
6890,0.985263157894737,23.0,54.0,56656.243414638106
6891,0.985263157894737,23.0,59.0,64292.103521887126
6892,0.985263157894737,23.0,64.0,59618.35149558422
6893,0.985263157894737,23.0,69.0,61199.29124853402
6894,0.985263157894737,23.0,75.0,55315.73642533854
6895,0.985263157894737,23.0,80.0,59985.13503074942
6896,0.985263157894737,23.0,85.0,62462.652978343365
6897,0.985263157894737,23.0,90.0,60223.55028688487
6898,0.985263157894737,23.0,96.0,61576.113238681864
6899,0.985263157894737,23.0,101.0,56769.05119828059
6900,0.985263157894737,28.0,1.0,557903.6399441886
6901,0.985263157894737,28.0,6.0,138889.3465636567
6902,0.985263157894737,28.0,12.0,100688.54456270722
6903,0.985263157894737,28.0,17.0,80148.48897035337
6904,0.985263157894737,28.0,22.0,71501.89260454885
6905,0.985263157894737,28.0,27.0,75862.31708043709
6906,0.985263157894737,28.0,33.0,71932.68310277688
6907,0.985263157894737,28.0,38.0,70458.44469073729
6908,0.985263157894737,28.0,43.0,65818.73761059988
6909,0.985263157894737,28.0,48.0,66497.11240909564
6910,0.985263157894737,28.0,54.0,60264.61213512976
6911,0.985263157894737,28.0,59.0,57496.47437080994
6912,0.985263157894737,28.0,64.0,64334.01689395385
6913,0.985263157894737,28.0,69.0,57492.70135753825
6914,0.985263157894737,28.0,75.0,56650.4891046782
6915,0.985263157894737,28.0,80.0,63525.98932459289
6916,0.985263157894737,28.0,85.0,58293.78504329421
6917,0.985263157894737,28.0,90.0,60171.52927548465
6918,0.985263157894737,28.0,96.0,59837.70628795473
6919,0.985263157894737,28.0,101.0,59706.37666111409
6920,0.985263157894737,33.0,1.0,557903.6399441886
6921,0.985263157894737,33.0,6.0,140099.6635893953
6922,0.985263157894737,33.0,12.0,99325.88863280776
6923,0.985263157894737,33.0,17.0,78724.91738420716
6924,0.985263157894737,33.0,22.0,75519.81413558606
6925,0.985263157894737,33.0,27.0,75862.31708043706
6926,0.985263157894737,33.0,33.0,68884.41299542708
6927,0.985263157894737,33.0,38.0,66978.9835411595
6928,0.985263157894737,33.0,43.0,62079.66472121167
6929,0.985263157894737,33.0,48.0,65851.99727841967
6930,0.985263157894737,33.0,54.0,61795.64805996263
6931,0.985263157894737,33.0,59.0,64292.10352188713
6932,0.985263157894737,33.0,64.0,64783.9163108708
6933,0.985263157894737,33.0,69.0,57492.70135753827
6934,0.985263157894737,33.0,75.0,58546.764933202896
6935,0.985263157894737,33.0,80.0,60620.84909357402
6936,0.985263157894737,33.0,85.0,54594.07349372649
6937,0.985263157894737,33.0,90.0,61932.22122117156
6938,0.985263157894737,33.0,96.0,59544.712021263615
6939,0.985263157894737,33.0,101.0,61586.3371369294
6940,0.985263157894737,38.0,1.0,557903.6399441886
6941,0.985263157894737,38.0,6.0,140099.66358939523
6942,0.985263157894737,38.0,12.0,100688.54456270725
6943,0.985263157894737,38.0,17.0,80148.48897035346
6944,0.985263157894737,38.0,22.0,73019.81113066882
6945,0.985263157894737,38.0,27.0,80299.4520722687
6946,0.985263157894737,38.0,33.0,70441.95908106267
6947,0.985263157894737,38.0,38.0,65414.64987362244
6948,0.985263157894737,38.0,43.0,64907.04383455032
6949,0.985263157894737,38.0,48.0,59115.66380157344
6950,0.985263157894737,38.0,54.0,64922.62568532007
6951,0.985263157894737,38.0,59.0,61108.383264797674
6952,0.985263157894737,38.0,64.0,61561.38956620349
6953,0.985263157894737,38.0,69.0,63898.95404808752
6954,0.985263157894737,38.0,75.0,60367.24264640477
6955,0.985263157894737,38.0,80.0,57084.54723512219
6956,0.985263157894737,38.0,85.0,54948.72213004621
6957,0.985263157894737,38.0,90.0,59842.464675571915
6958,0.985263157894737,38.0,96.0,58566.49291034764
6959,0.985263157894737,38.0,101.0,57212.530832523735
6960,0.985263157894737,44.0,1.0,557903.6399441886
6961,0.985263157894737,44.0,6.0,140099.6635893953
6962,0.985263157894737,44.0,12.0,99325.88863280774
6963,0.985263157894737,44.0,17.0,78724.9173842071
6964,0.985263157894737,44.0,22.0,73019.81113066881
6965,0.985263157894737,44.0,27.0,76236.76380180391
6966,0.985263157894737,44.0,33.0,69871.01602191041
6967,0.985263157894737,44.0,38.0,70458.44469073733
6968,0.985263157894737,44.0,43.0,66797.92179251656
6969,0.985263157894737,44.0,48.0,66497.11240909564
6970,0.985263157894737,44.0,54.0,64836.51449483325
6971,0.985263157894737,44.0,59.0,60680.19462789944
6972,0.985263157894737,44.0,64.0,61494.42020254054
6973,0.985263157894737,44.0,69.0,59636.75672693613
6974,0.985263157894737,44.0,75.0,60142.970926759095
6975,0.985263157894737,44.0,80.0,55948.61664725994
6976,0.985263157894737,44.0,85.0,56032.79666553733
6977,0.985263157894737,44.0,90.0,58589.52780131965
6978,0.985263157894737,44.0,96.0,61121.205078162246
6979,0.985263157894737,44.0,101.0,56754.19246990739
6980,0.985263157894737,49.0,1.0,557903.6399441886
6981,0.985263157894737,49.0,6.0,140099.6635893953
6982,0.985263157894737,49.0,12.0,99325.88863280774
6983,0.985263157894737,49.0,17.0,80148.4889703534
6984,0.985263157894737,49.0,22.0,75575.78706098231
6985,0.985263157894737,49.0,27.0,80299.45207226879
6986,0.985263157894737,49.0,33.0,66797.43171726434
6987,0.985263157894737,49.0,38.0,68894.11102320027
6988,0.985263157894737,49.0,43.0,62991.35849726121
6989,0.985263157894737,49.0,48.0,61606.46508742508
6990,0.985263157894737,49.0,54.0,56742.354605124936
6991,0.985263157894737,49.0,59.0,62738.805415853494
6992,0.985263157894737,49.0,64.0,61494.4202025405
6993,0.985263157894737,49.0,69.0,61133.61688549879
6994,0.985263157894737,49.0,75.0,60255.46094062688
6995,0.985263157894737,49.0,80.0,61795.27929406542
6996,0.985263157894737,49.0,85.0,59158.77249580407
6997,0.985263157894737,49.0,90.0,61626.86671872837
6998,0.985263157894737,49.0,96.0,56917.78771896237
6999,0.985263157894737,49.0,101.0,62074.96877083823
7000,0.985263157894737,54.0,1.0,557903.6399441886
7001,0.985263157894737,54.0,6.0,138889.3465636567
7002,0.985263157894737,54.0,12.0,99325.88863280776
7003,0.985263157894737,54.0,17.0,78724.91738420712
7004,0.985263157894737,54.0,22.0,77037.73266170609
7005,0.985263157894737,54.0,27.0,76236.76380180384
7006,0.985263157894737,54.0,33.0,68380.29200019612
7007,0.985263157894737,54.0,38.0,62558.85045630786
7008,0.985263157894737,54.0,43.0,66797.92179251662
7009,0.985263157894737,54.0,48.0,60562.10188304585
7010,0.985263157894737,54.0,54.0,59907.7758090629
7011,0.985263157894737,54.0,59.0,59177.93287823601
7012,0.985263157894737,54.0,64.0,61494.42020254055
7013,0.985263157894737,54.0,69.0,56061.51556201068
7014,0.985263157894737,54.0,75.0,60105.78933218828
7015,0.985263157894737,54.0,80.0,62341.306453876474
7016,0.985263157894737,54.0,85.0,58126.386103129684
7017,0.985263157894737,54.0,90.0,55573.82084187859
7018,0.985263157894737,54.0,96.0,64754.761077315736
7019,0.985263157894737,54.0,101.0,61147.06886854452
7020,0.985263157894737,59.0,1.0,557903.6399441886
7021,0.985263157894737,59.0,6.0,138889.34656365658
7022,0.985263157894737,59.0,12.0,100688.54456270723
7023,0.985263157894737,59.0,17.0,75688.89311713066
7024,0.985263157894737,59.0,22.0,77093.70558710235
7025,0.985263157894737,59.0,27.0,77377.4323736759
7026,0.985263157894737,59.0,33.0,63178.218550762205
7027,0.985263157894737,59.0,38.0,62558.850456307904
7028,0.985263157894737,59.0,43.0,66152.80666184073
7029,0.985263157894737,59.0,48.0,62251.58021810093
7030,0.985263157894737,59.0,54.0,63034.7534344203
7031,0.985263157894737,59.0,59.0,59177.932878235995
7032,0.985263157894737,59.0,64.0,59659.437333342976
7033,0.985263157894737,59.0,69.0,62912.36580940871
7034,0.985263157894737,59.0,75.0,61548.0217021547
7035,0.985263157894737,59.0,80.0,58561.459318135785
7036,0.985263157894737,59.0,85.0,54635.255924435136
7037,0.985263157894737,59.0,90.0,61671.67449986052
7038,0.985263157894737,59.0,96.0,63197.688333031656
7039,0.985263157894737,59.0,101.0,56904.899438468514
7040,0.985263157894737,65.0,1.0,557903.6399441886
7041,0.985263157894737,65.0,6.0,140099.66358939526
7042,0.985263157894737,65.0,12.0,99325.8886328078
7043,0.985263157894737,65.0,17.0,75688.89311713066
7044,0.985263157894737,65.0,22.0,75575.7870609824
7045,0.985263157894737,65.0,27.0,78784.33677902988
7046,0.985263157894737,65.0,33.0,63749.161609914554
7047,0.985263157894737,65.0,38.0,65414.64987362242
7048,0.985263157894737,65.0,43.0,64907.04383455039
7049,0.985263157894737,65.0,48.0,59115.66380157331
7050,0.985263157894737,65.0,54.0,58458.00447505106
7051,0.985263157894737,65.0,59.0,60731.230984269576
7052,0.985263157894737,65.0,64.0,61111.490149286474
7053,0.985263157894737,65.0,69.0,56061.51556201068
7054,0.985263157894737,65.0,75.0,58599.90577645834
7055,0.985263157894737,65.0,80.0,58782.071960339264
7056,0.985263157894737,65.0,85.0,56366.98447079865
7057,0.985263157894737,65.0,90.0,56873.05956928919
7058,0.985263157894737,65.0,96.0,64749.327548226
7059,0.985263157894737,65.0,101.0,59929.68003650393
7060,0.985263157894737,70.0,1.0,557903.6399441886
7061,0.985263157894737,70.0,6.0,138889.34656365664
7062,0.985263157894737,70.0,12.0,100688.54456270722
7063,0.985263157894737,70.0,17.0,80148.48897035347
7064,0.985263157894737,70.0,22.0,75519.81413558609
7065,0.985263157894737,70.0,27.0,80299.45207226876
7066,0.985263157894737,70.0,33.0,66797.4317172643
7067,0.985263157894737,70.0,38.0,64123.18412384495
7068,0.985263157894737,70.0,43.0,62079.664721211644
7069,0.985263157894737,70.0,48.0,60562.10188304587
7070,0.985263157894737,70.0,54.0,61584.98210040843
7071,0.985263157894737,70.0,59.0,62361.65313532543
7072,0.985263157894737,70.0,64.0,61535.50604029933
7073,0.985263157894737,70.0,69.0,63964.628411122634
7074,0.985263157894737,70.0,75.0,60052.64848893282
7075,0.985263157894737,70.0,80.0,55499.49970155557
7076,0.985263157894737,70.0,85.0,54708.08801313466
7077,0.985263157894737,70.0,90.0,60147.819178015
7078,0.985263157894737,70.0,96.0,62816.015776246844
7079,0.985263157894737,70.0,101.0,56811.3718687004
7080,0.985263157894737,75.0,1.0,557903.6399441886
7081,0.985263157894737,75.0,6.0,138889.34656365667
7082,0.985263157894737,75.0,12.0,99325.88863280776
7083,0.985263157894737,75.0,17.0,74265.32153098435
7084,0.985263157894737,75.0,22.0,71501.89260454882
7085,0.985263157894737,75.0,27.0,76236.76380180391
7086,0.985263157894737,75.0,33.0,66822.74591456055
7087,0.985263157894737,75.0,38.0,72573.365166961
7088,0.985263157894737,75.0,43.0,66463.85274127575
7089,0.985263157894737,75.0,48.0,60562.10188304588
7090,0.985263157894737,75.0,54.0,57099.19093119177
7091,0.985263157894737,75.0,59.0,61108.38326479768
7092,0.985263157894737,75.0,64.0,59551.3821319212
7093,0.985263157894737,75.0,69.0,60689.01932864997
7094,0.985263157894737,75.0,75.0,61494.880858899276
7095,0.985263157894737,75.0,80.0,60246.6822931122
7096,0.985263157894737,75.0,85.0,62777.39311566131
7097,0.985263157894737,75.0,90.0,56499.09174643785
7098,0.985263157894737,75.0,96.0,57133.65395165354
7099,0.985263157894737,75.0,101.0,61663.097518391114
7100,0.985263157894737,80.0,1.0,557903.6399441886
7101,0.985263157894737,80.0,6.0,140099.6635893953
7102,0.985263157894737,80.0,12.0,100688.54456270728
7103,0.985263157894737,80.0,17.0,80148.48897035337
7104,0.985263157894737,80.0,22.0,81111.62711813964
7105,0.985263157894737,80.0,27.0,74721.64850856506
7106,0.985263157894737,80.0,33.0,67393.68897371285
7107,0.985263157894737,80.0,38.0,64123.18412384492
7108,0.985263157894737,80.0,43.0,64261.92870387453
7109,0.985263157894737,80.0,48.0,62251.58021810092
7110,0.985263157894737,80.0,54.0,58187.27933947104
7111,0.985263157894737,80.0,59.0,61120.591822195114
7112,0.985263157894737,80.0,64.0,59659.43733334295
7113,0.985263157894737,80.0,69.0,59271.45028144815
7114,0.985263157894737,80.0,75.0,56650.48910467823
7115,0.985263157894737,80.0,80.0,56751.31505481978
7116,0.985263157894737,80.0,85.0,58012.23362659722
7117,0.985263157894737,80.0,90.0,61587.68265403184
7118,0.985263157894737,80.0,96.0,61170.508546710415
7119,0.985263157894737,80.0,101.0,58161.67150677724
7120,0.985263157894737,85.0,1.0,557903.6399441886
7121,0.985263157894737,85.0,6.0,140099.6635893952
7122,0.985263157894737,85.0,12.0,99325.8886328078
7123,0.985263157894737,85.0,17.0,75688.89311713063
7124,0.985263157894737,85.0,22.0,75519.81413558614
7125,0.985263157894737,85.0,27.0,71799.62880997224
7126,0.985263157894737,85.0,33.0,61687.49452904801
7127,0.985263157894737,85.0,38.0,65414.64987362243
7128,0.985263157894737,85.0,43.0,62991.358497261186
7129,0.985263157894737,85.0,48.0,63052.903168897545
7130,0.985263157894737,85.0,54.0,59869.33223048222
7131,0.985263157894737,85.0,59.0,61120.59182219506
7132,0.985263157894737,85.0,64.0,64334.01689395374
7133,0.985263157894737,85.0,69.0,59650.37347526178
7134,0.985263157894737,85.0,75.0,60314.101803149184
7135,0.985263157894737,85.0,80.0,60269.614928197756
7136,0.985263157894737,85.0,85.0,58367.89106370065
7137,0.985263157894737,85.0,90.0,58093.142169687126
7138,0.985263157894737,85.0,96.0,65088.40409725923
7139,0.985263157894737,85.0,101.0,60444.18635857852
7140,0.985263157894737,91.0,1.0,557903.6399441886
7141,0.985263157894737,91.0,6.0,138889.3465636567
7142,0.985263157894737,91.0,12.0,100688.54456270725
7143,0.985263157894737,91.0,17.0,80148.48897035337
7144,0.985263157894737,91.0,22.0,75575.78706098231
7145,0.985263157894737,91.0,27.0,75862.31708043712
7146,0.985263157894737,91.0,33.0,68884.41299542702
7147,0.985263157894737,91.0,38.0,70458.44469073736
7148,0.985263157894737,91.0,43.0,68068.49199912991
7149,0.985263157894737,91.0,48.0,60562.101883045914
7150,0.985263157894737,91.0,54.0,64565.78935925313
7151,0.985263157894737,91.0,59.0,62802.05032962108
7152,0.985263157894737,91.0,64.0,60042.367386597085
7153,0.985263157894737,91.0,69.0,64409.22596797148
7154,0.985263157894737,91.0,75.0,60084.330064236616
7155,0.985263157894737,91.0,80.0,57200.43200052422
7156,0.985263157894737,91.0,85.0,57659.41922534115
7157,0.985263157894737,91.0,90.0,63079.53429162737
7158,0.985263157894737,91.0,96.0,56610.27247242997
7159,0.985263157894737,91.0,101.0,61673.80980701475
7160,0.985263157894737,96.0,1.0,557903.6399441886
7161,0.985263157894737,96.0,6.0,140099.66358939523
7162,0.985263157894737,96.0,12.0,100688.54456270719
7163,0.985263157894737,96.0,17.0,78724.91738420713
7164,0.985263157894737,96.0,22.0,79593.70859201964
7165,0.985263157894737,96.0,27.0,71799.6288099722
7166,0.985263157894737,96.0,33.0,66226.48865811205
7167,0.985263157894737,96.0,38.0,65414.649873622446
7168,0.985263157894737,96.0,43.0,66152.80666184076
7169,0.985263157894737,96.0,48.0,58470.548670897515
7170,0.985263157894737,96.0,54.0,56656.24341463809
7171,0.985263157894737,96.0,59.0,62802.05032962118
7172,0.985263157894737,96.0,64.0,61561.389566203565
7173,0.985263157894737,96.0,69.0,56440.43875582434
7174,0.985263157894737,96.0,75.0,56858.801575639176
7175,0.985263157894737,96.0,80.0,60553.716611026095
7176,0.985263157894737,96.0,85.0,61045.66456929768
7177,0.985263157894737,96.0,90.0,56755.28868302015
7178,0.985263157894737,96.0,96.0,60312.30179028745
7179,0.985263157894737,96.0,101.0,65056.154766747175
7180,0.985263157894737,101.0,1.0,557903.6399441886
7181,0.985263157894737,101.0,6.0,140099.6635893953
7182,0.985263157894737,101.0,12.0,99325.8886328078
7183,0.985263157894737,101.0,17.0,75688.89311713063
7184,0.985263157894737,101.0,22.0,71501.89260454883
7185,0.985263157894737,101.0,27.0,75862.31708043712
7186,0.985263157894737,101.0,33.0,67393.68897371282
7187,0.985263157894737,101.0,38.0,69717.56574964643
7188,0.985263157894737,101.0,43.0,69625.30090585526
7189,0.985263157894737,101.0,48.0,63361.19599256805
7190,0.985263157894737,101.0,54.0,61352.7005434091
7191,0.985263157894737,101.0,59.0,56069.66609231156
7192,0.985263157894737,101.0,64.0,61561.389566203565
7193,0.985263157894737,101.0,69.0,59636.75672693604
7194,0.985263157894737,101.0,75.0,61772.293421800314
7195,0.985263157894737,101.0,80.0,60411.31934136819
7196,0.985263157894737,101.0,85.0,62796.01971165605
7197,0.985263157894737,101.0,90.0,58455.546977541504
7198,0.985263157894737,101.0,96.0,61746.41468068841
7199,0.985263157894737,101.0,101.0,58016.71576673014
7200,1.0426315789473686,2.0,1.0,1116348.1197549736
7201,1.0426315789473686,2.0,6.0,604157.2962451779
7202,1.0426315789473686,2.0,12.0,399348.4343904252
7203,1.0426315789473686,2.0,17.0,331966.4368466123
7204,1.0426315789473686,2.0,22.0,293526.8653663571
7205,1.0426315789473686,2.0,27.0,270349.1116637303
7206,1.0426315789473686,2.0,33.0,238119.56628353143
7207,1.0426315789473686,2.0,38.0,225031.5913444973
7208,1.0426315789473686,2.0,43.0,208462.98903785416
7209,1.0426315789473686,2.0,48.0,202521.85648375214
7210,1.0426315789473686,2.0,54.0,190018.85515759914
7211,1.0426315789473686,2.0,59.0,190864.23375881155
7212,1.0426315789473686,2.0,64.0,187986.66376758768
7213,1.0426315789473686,2.0,69.0,182187.517697827
7214,1.0426315789473686,2.0,75.0,175885.77348531914
7215,1.0426315789473686,2.0,80.0,171566.0141454327
7216,1.0426315789473686,2.0,85.0,169895.47784715425
7217,1.0426315789473686,2.0,90.0,170345.27978857615
7218,1.0426315789473686,2.0,96.0,165685.69232837064
7219,1.0426315789473686,2.0,101.0,175331.84284804828
7220,1.0426315789473686,7.0,1.0,584201.4688564945
7221,1.0426315789473686,7.0,6.0,130479.3916677756
7222,1.0426315789473686,7.0,12.0,76357.24276520358
7223,1.0426315789473686,7.0,17.0,77555.93779407474
7224,1.0426315789473686,7.0,22.0,62800.53126705812
7225,1.0426315789473686,7.0,27.0,62737.34860485519
7226,1.0426315789473686,7.0,33.0,61830.26668186018
7227,1.0426315789473686,7.0,38.0,57718.26631933299
7228,1.0426315789473686,7.0,43.0,57440.22792671343
7229,1.0426315789473686,7.0,48.0,58725.04705352618
7230,1.0426315789473686,7.0,54.0,60179.312641348006
7231,1.0426315789473686,7.0,59.0,62083.205131003655
7232,1.0426315789473686,7.0,64.0,63803.18680801508
7233,1.0426315789473686,7.0,69.0,64572.89089374937
7234,1.0426315789473686,7.0,75.0,65160.236517659934
7235,1.0426315789473686,7.0,80.0,67088.78036261156
7236,1.0426315789473686,7.0,85.0,66255.32628696409
7237,1.0426315789473686,7.0,90.0,65428.62945659033
7238,1.0426315789473686,7.0,96.0,64978.03775752288
7239,1.0426315789473686,7.0,101.0,65273.93140100053
7240,1.0426315789473686,12.0,1.0,568717.9738808708
7241,1.0426315789473686,12.0,6.0,161775.6099591471
7242,1.0426315789473686,12.0,12.0,127123.2213478343
7243,1.0426315789473686,12.0,17.0,137375.6742358628
7244,1.0426315789473686,12.0,22.0,132111.80018052354
7245,1.0426315789473686,12.0,27.0,119018.71422260936
7246,1.0426315789473686,12.0,33.0,114153.85512543023
7247,1.0426315789473686,12.0,38.0,106916.62586201714
7248,1.0426315789473686,12.0,43.0,107934.43853480437
7249,1.0426315789473686,12.0,48.0,105207.95837693784
7250,1.0426315789473686,12.0,54.0,104199.42799332138
7251,1.0426315789473686,12.0,59.0,110456.21440062391
7252,1.0426315789473686,12.0,64.0,108325.89962287716
7253,1.0426315789473686,12.0,69.0,106642.22890451468
7254,1.0426315789473686,12.0,75.0,107076.99491434109
7255,1.0426315789473686,12.0,80.0,104929.58334611083
7256,1.0426315789473686,12.0,85.0,99400.79009793264
7257,1.0426315789473686,12.0,90.0,99686.70478082016
7258,1.0426315789473686,12.0,96.0,106034.83014956798
7259,1.0426315789473686,12.0,101.0,106349.19838969433
7260,1.0426315789473686,18.0,1.0,568717.9738808707
7261,1.0426315789473686,18.0,6.0,161775.60995914714
7262,1.0426315789473686,18.0,12.0,127123.22134783432
7263,1.0426315789473686,18.0,17.0,130818.2035298718
7264,1.0426315789473686,18.0,22.0,125461.03916820939
7265,1.0426315789473686,18.0,27.0,119018.71422260936
7266,1.0426315789473686,18.0,33.0,107565.43198152634
7267,1.0426315789473686,18.0,38.0,113379.68890947195
7268,1.0426315789473686,18.0,43.0,107934.43853480446
7269,1.0426315789473686,18.0,48.0,105207.95837693801
7270,1.0426315789473686,18.0,54.0,109301.54374412564
7271,1.0426315789473686,18.0,59.0,110456.21440062388
7272,1.0426315789473686,18.0,64.0,103250.02340775165
7273,1.0426315789473686,18.0,69.0,106628.20629358235
7274,1.0426315789473686,18.0,75.0,101284.71601469016
7275,1.0426315789473686,18.0,80.0,105217.4867118261
7276,1.0426315789473686,18.0,85.0,104570.60665054184
7277,1.0426315789473686,18.0,90.0,105159.32288714884
7278,1.0426315789473686,18.0,96.0,105863.96526054814
7279,1.0426315789473686,18.0,101.0,106083.43729549837
7280,1.0426315789473686,23.0,1.0,568717.9738808708
7281,1.0426315789473686,23.0,6.0,161775.60995914717
7282,1.0426315789473686,23.0,12.0,132314.88590801938
7283,1.0426315789473686,23.0,17.0,137375.6742358628
7284,1.0426315789473686,23.0,22.0,125461.03916820938
7285,1.0426315789473686,23.0,27.0,125559.47240580492
7286,1.0426315789473686,23.0,33.0,114153.85512543011
7287,1.0426315789473686,23.0,38.0,106916.62586201716
7288,1.0426315789473686,23.0,43.0,113320.10620077261
7289,1.0426315789473686,23.0,48.0,110563.0866406002
7290,1.0426315789473686,23.0,54.0,109301.54374412564
7291,1.0426315789473686,23.0,59.0,110305.43489744776
7292,1.0426315789473686,23.0,64.0,103255.95895133224
7293,1.0426315789473686,23.0,69.0,101161.94120274732
7294,1.0426315789473686,23.0,75.0,106788.86880937277
7295,1.0426315789473686,23.0,80.0,105275.19415940212
7296,1.0426315789473686,23.0,85.0,99547.81247899104
7297,1.0426315789473686,23.0,90.0,99338.22455416655
7298,1.0426315789473686,23.0,96.0,106069.17326820317
7299,1.0426315789473686,23.0,101.0,100451.197041942
7300,1.0426315789473686,28.0,1.0,568717.9738808707
7301,1.0426315789473686,28.0,6.0,161775.60995914714
7302,1.0426315789473686,28.0,12.0,132314.88590801944
7303,1.0426315789473686,28.0,17.0,130818.20352987177
7304,1.0426315789473686,28.0,22.0,125461.0391682094
7305,1.0426315789473686,28.0,27.0,125559.47240580492
7306,1.0426315789473686,28.0,33.0,114153.85512543021
7307,1.0426315789473686,28.0,38.0,106916.62586201701
7308,1.0426315789473686,28.0,43.0,107934.4385348044
7309,1.0426315789473686,28.0,48.0,110563.08664060022
7310,1.0426315789473686,28.0,54.0,109301.54374412555
7311,1.0426315789473686,28.0,59.0,105350.52629467723
7312,1.0426315789473686,28.0,64.0,103255.95895133221
7313,1.0426315789473686,28.0,69.0,101161.94120274729
7314,1.0426315789473686,28.0,75.0,106937.75897020457
7315,1.0426315789473686,28.0,80.0,105076.89801460381
7316,1.0426315789473686,28.0,85.0,99107.56843372589
7317,1.0426315789473686,28.0,90.0,99429.49982487145
7318,1.0426315789473686,28.0,96.0,106521.80680911097
7319,1.0426315789473686,28.0,101.0,100899.14596668918
7320,1.0426315789473686,33.0,1.0,568717.9738808707
7321,1.0426315789473686,33.0,6.0,161775.6099591472
7322,1.0426315789473686,33.0,12.0,132314.88590801944
7323,1.0426315789473686,33.0,17.0,130818.2035298718
7324,1.0426315789473686,33.0,22.0,125461.03916820935
7325,1.0426315789473686,33.0,27.0,125559.47240580493
7326,1.0426315789473686,33.0,33.0,114153.85512543017
7327,1.0426315789473686,33.0,38.0,106916.62586201713
7328,1.0426315789473686,33.0,43.0,113320.10620077266
7329,1.0426315789473686,33.0,48.0,105207.95837693792
7330,1.0426315789473686,33.0,54.0,109301.5437441256
7331,1.0426315789473686,33.0,59.0,105350.52629467707
7332,1.0426315789473686,33.0,64.0,108462.39247587415
7333,1.0426315789473686,33.0,69.0,106628.20629358242
7334,1.0426315789473686,33.0,75.0,101216.63390477773
7335,1.0426315789473686,33.0,80.0,99586.96594704312
7336,1.0426315789473686,33.0,85.0,104635.26775776582
7337,1.0426315789473686,33.0,90.0,104799.76562826226
7338,1.0426315789473686,33.0,96.0,100349.89035332292
7339,1.0426315789473686,33.0,101.0,106634.29902420327
7340,1.0426315789473686,38.0,1.0,568717.9738808707
7341,1.0426315789473686,38.0,6.0,161775.6099591472
7342,1.0426315789473686,38.0,12.0,127123.22134783432
7343,1.0426315789473686,38.0,17.0,137375.6742358628
7344,1.0426315789473686,38.0,22.0,132111.80018052354
7345,1.0426315789473686,38.0,27.0,119018.71422260936
7346,1.0426315789473686,38.0,33.0,114153.85512543024
7347,1.0426315789473686,38.0,38.0,113379.68890947191
7348,1.0426315789473686,38.0,43.0,113320.10620077264
7349,1.0426315789473686,38.0,48.0,105207.95837693804
7350,1.0426315789473686,38.0,54.0,104199.42799332124
7351,1.0426315789473686,38.0,59.0,105350.5262946772
7352,1.0426315789473686,38.0,64.0,108321.47851384454
7353,1.0426315789473686,38.0,69.0,101294.00220671797
7354,1.0426315789473686,38.0,75.0,101073.5251002533
7355,1.0426315789473686,38.0,80.0,105275.19415940199
